restaurant_id,restaurant_name,location,cuisines,estimated_cost_for_two,rating,votes,cuisine_tags,budget_category
rest_002090,The Kebab Room - Restaurant & Brewery,Indiranagar,"Mughlai, North Indian",1000.0,4.0,773,Mughlai|North Indian,medium
rest_002091,Rajdhani Thali Restaurant,Indiranagar,North Indian,1000.0,4.0,1129,North Indian,medium
rest_002092,OvenTreats - Patisserie.Bistro,Kalyan Nagar,American,1000.0,4.0,81,American,medium
rest_002093,The Grill House,Kalyan Nagar,"American, Mexican, Italian, Steak",1000.0,4.0,178,American|Mexican|Italian|Steak,medium
rest_002094,The Local - Terrace Drinkery,Koramangala 6Th Block,"Continental, American, Pizza, Bbq",1000.0,4.0,1409,Continental|American|Pizza|Bbq,medium
rest_002095,Head's Or Tail's,Wilson Garden,"Finger Food, North Indian, Chinese",1000.0,4.0,137,Finger Food|North Indian|Chinese,medium
rest_002096,Chin Lung Resto Bar,Residency Road,"North Indian, Chinese, Fast Food",1000.0,4.0,434,North Indian|Chinese|Fast Food,medium
rest_002097,Village - The Soul of India,Malleshwaram,"North Indian, South Indian",1000.0,4.0,568,North Indian|South Indian,medium
rest_002098,Peppermill Bistro,New Bel Road,"Continental, European, Mediterranean, Cafe, Steak",1000.0,4.0,868,Continental|European|Mediterranean|Cafe|Steak,medium
rest_002099,Rajdhani Thali Restaurant,Malleshwaram,North Indian,1000.0,4.0,610,North Indian,medium
rest_002100,Lazio Steaks & More,Frazer Town,"Continental, Chinese, Steak",1000.0,4.0,122,Continental|Chinese|Steak,medium
rest_002101,Chin Lung Resto-Bar,New Bel Road,"North Indian, Chinese, Fast Food",1000.0,4.0,307,North Indian|Chinese|Fast Food,medium
rest_002102,Sangria Wine Lounge,New Bel Road,"Continental, Chinese",1000.0,4.0,421,Continental|Chinese,medium
rest_002103,Manbhavan Premium Thali Restaurant,Whitefield,"Hyderabadi, Gujarati, Maharashtrian",1000.0,4.0,485,Hyderabadi|Gujarati|Maharashtrian,medium
rest_002104,Herbs & Spices,Whitefield,"Italian, North Indian",1000.0,4.0,1116,Italian|North Indian,medium
rest_002105,Guzzlers Inn,Brigade Road,"North Indian, Chinese",1100.0,4.0,949,North Indian|Chinese,medium
rest_002106,Ji Hazoor,Whitefield,"Mughlai, North Indian, Biryani, Afghan",1100.0,4.0,2807,Mughlai|North Indian|Biryani|Afghan,medium
rest_002107,Tangerine - Davanam Sarovar Portico Suites,Koramangala 2Nd Block,"Continental, Italian, North Indian, Asian, Bakery, Chinese, European, Japanese",1100.0,4.0,0,Continental|Italian|North Indian|Asian|Bakery|Chinese|European|Japanese,medium
rest_002108,Pecos Hideout,Btm,Finger Food,1100.0,4.0,165,Finger Food,medium
rest_002109,Smoke - The Sizzler House,Koramangala 7Th Block,"Continental, Chinese, Thai, Italian, Bbq, Steak",1100.0,4.0,1382,Continental|Chinese|Thai|Italian|Bbq|Steak,medium
rest_002110,The Culinarium,Vasanth Nagar,"Cafe, Desserts, Beverages",1100.0,4.0,23,Cafe|Desserts|Beverages,medium
rest_002111,BanBay,Vasanth Nagar,"Cafe, Modern Indian, Pizza, Burger, Desserts",1100.0,4.0,44,Cafe|Modern Indian|Pizza|Burger|Desserts,medium
rest_002112,Elements Eatery,Frazer Town,"Continental, Steak",1100.0,4.0,608,Continental|Steak,medium
rest_002113,Crisp Cafe,Indiranagar,"Salad, Cafe, Continental, Steak, Italian, Burger, Desserts, Pizza",1100.0,4.0,97,Salad|Cafe|Continental|Steak|Italian|Burger|Desserts|Pizza,medium
rest_002114,Kund Indian Barbeque,Indiranagar,"North Indian, Mughlai",1100.0,4.0,869,North Indian|Mughlai,medium
rest_002115,Pecos Mojo,Banaswadi,Finger Food,1100.0,4.0,157,Finger Food,medium
rest_002116,Chugg,Church Street,"Finger Food, Continental, Asian, North Indian",1100.0,4.0,749,Finger Food|Continental|Asian|North Indian,medium
rest_002117,Hunan,New Bel Road,"Chinese, Thai, Momos",1100.0,4.0,820,Chinese|Thai|Momos,medium
rest_002118,Sea Spice by 7 Star,Banashankari,"Seafood, Biryani, Beverages, South Indian, North Indian, Kebab",1200.0,4.0,349,Seafood|Biryani|Beverages|South Indian|North Indian|Kebab,medium
rest_002119,Chaarcoal,Bellandur,North Indian,1200.0,4.0,444,North Indian,medium
rest_002120,Samaroh,Bellandur,North Indian,1200.0,4.0,246,North Indian,medium
rest_002121,Zaica Dine & Wine,Indiranagar,North Indian,1200.0,4.0,1013,North Indian,medium
rest_002122,Zaica Dine & Wine,Nagawara,"North Indian, Mughlai",1200.0,4.0,694,North Indian|Mughlai,medium
rest_002123,Peacock,Indiranagar,"North Indian, Bbq, Mughlai",1200.0,4.0,860,North Indian|Bbq|Mughlai,medium
rest_002124,White Smoke Barbeque- Fairfield by Marriott,Rajajinagar,"Mediterranean, Bbq",1200.0,4.0,84,Mediterranean|Bbq,medium
rest_002125,Watson's,Jp Nagar,"Finger Food, Chinese, Continental",1300.0,4.0,1010,Finger Food|Chinese|Continental,medium
rest_002126,Caffe Pascucci,Jp Nagar,"Continental, Italian, Beverages",1300.0,4.0,790,Continental|Italian|Beverages,medium
rest_002127,Xtreme Sports Bar,Sarjapur Road,"Continental, Chinese, North Indian",1300.0,4.0,942,Continental|Chinese|North Indian,medium
rest_002128,Brimstone Cafe,Hsr,"Cafe, Continental, Salad, Italian",1300.0,4.0,387,Cafe|Continental|Salad|Italian,medium
rest_002129,Tiger Trail - Ramada Hotel,Shivajinagar,"North Indian, Lucknowi",1300.0,4.0,188,North Indian|Lucknowi,medium
rest_002130,Ente Keralam,Ulsoor,"Kerala, Seafood",1300.0,4.0,1096,Kerala|Seafood,medium
rest_002131,Roomali,Church Street,North Indian,1300.0,4.0,171,North Indian,medium
rest_002132,Quench Bar,Domlur,"Seafood, Mexican, Continental, Finger Food",1300.0,4.0,108,Seafood|Mexican|Continental|Finger Food,medium
rest_002133,Agent Jack's Bar,Kalyan Nagar,"Continental, North Indian, Italian",1300.0,4.0,377,Continental|North Indian|Italian,medium
rest_002134,Brunchilly,Marathahalli,"North Indian, Continental",1300.0,4.0,213,North Indian|Continental,medium
rest_002135,Bazaar - Zone By The Park,Electronic City,"Continental, South Indian, North Indian, Asian",1400.0,4.0,415,Continental|South Indian|North Indian|Asian,medium
rest_002136,20 Char - Sterlings MAC Hotel,Old Airport Road,"Chinese, Continental, North Indian, South Indian, Arabian",1400.0,4.0,419,Chinese|Continental|North Indian|South Indian|Arabian,medium
rest_002137,Bottle & Glass,Indiranagar,"Continental, Chinese, Italian",1400.0,4.0,973,Continental|Chinese|Italian,medium
rest_002138,Arirang Korean Restaurant,Kammanahalli,Korean,1400.0,4.0,237,Korean,medium
rest_002139,The Studio Bar,Malleshwaram,"Italian, American, North Indian",1400.0,4.0,775,Italian|American|North Indian,medium
rest_002140,Mughlai Azam,New Bel Road,"Mughlai, Biryani, North Indian",1400.0,4.0,117,Mughlai|Biryani|North Indian,medium
rest_002141,Noodle Bar,Whitefield,"Chinese, Momos",1400.0,4.0,1070,Chinese|Momos,medium
rest_002142,Kitchen On Table,Brigade Road,"Japanese, Sushi, Asian",1500.0,4.0,48,Japanese|Sushi|Asian,medium
rest_002143,Slounge - Lemon Tree Premier,Ulsoor,Finger Food,1500.0,4.0,62,Finger Food,medium
rest_002144,Bufferia,Marathahalli,"Asian, Continental, European, Mediterranean",1500.0,4.0,345,Asian|Continental|European|Mediterranean,medium
rest_002145,Marigold Fine Dine Restaurant,Whitefield,"Continental, Asian",1500.0,4.0,288,Continental|Asian,medium
rest_002146,Cilantro,Koramangala 4Th Block,"European, American, Continental, North Indian, Steak",1500.0,4.0,280,European|American|Continental|North Indian|Steak,medium
rest_002147,Sky Lounge Bar - Svenska Design Hotel,Electronic City,"North Indian, Pizza, Asian, Italian",1500.0,4.0,537,North Indian|Pizza|Asian|Italian,medium
rest_002148,Sherlock's Pub,Frazer Town,"Continental, North Indian, Chinese",1500.0,4.0,580,Continental|North Indian|Chinese,medium
rest_002149,Hangover,Indiranagar,"Thai, Chinese, North Indian, Continental, Steak",1500.0,4.0,1413,Thai|Chinese|North Indian|Continental|Steak,medium
rest_002150,The Underpass Pub & Grub,Jp Nagar,"Finger Food, Continental, North Indian, Chinese",1500.0,4.0,726,Finger Food|Continental|North Indian|Chinese,medium
rest_002151,Kobe Sizzlers,Nagawara,"American, Continental, Fast Food, Steak",1500.0,4.0,398,American|Continental|Fast Food|Steak,medium
rest_002152,Wanderers,Kalyan Nagar,"Continental, North Indian, South Indian, Italian",1500.0,4.0,662,Continental|North Indian|South Indian|Italian,medium
rest_002153,Bold,Marathahalli,"Modern Indian, Continental, North Indian",1500.0,4.0,872,Modern Indian|Continental|North Indian,medium
rest_002154,Sherlock's Pub,Indiranagar,"Continental, North Indian, Chinese",1500.0,4.0,739,Continental|North Indian|Chinese,medium
rest_002155,Smaaash,Whitefield,"North Indian, Pizza, Chinese",1500.0,4.0,189,North Indian|Pizza|Chinese,medium
rest_002156,Loveshack,Domlur,"Continental, Pizza, North Indian, Goan, Burger, Cafe",1600.0,4.0,1724,Continental|Pizza|North Indian|Goan|Burger|Cafe,high
rest_002157,Puran da Dhaba - The Pride Hotel,Richmond Road,North Indian,1700.0,4.0,162,North Indian,high
rest_002158,The Hub & The Bar - Hotel Ramada Encore,Domlur,"North Indian, Continental, Chinese, European",1700.0,4.0,115,North Indian|Continental|Chinese|European,high
rest_002159,The Eatery - Four Points by Sheraton Bengaluru,Whitefield,"Continental, North Indian",1700.0,4.0,328,Continental|North Indian,high
rest_002160,Kava - Fairfield by Marriott,Rajajinagar,"North Indian, South Indian, Continental",1800.0,4.0,617,North Indian|South Indian|Continental,high
rest_002161,Ginseng - Royal Orchid Hotel,Old Airport Road,"Chinese, Thai, Asian",1900.0,4.0,170,Chinese|Thai|Asian,high
rest_002162,Northern Gate- Gateway Hotel,Residency Road,North Indian,1900.0,4.0,102,North Indian,high
rest_002163,WelcomCafe Jacaranda - WelcomHotel Bengaluru,Richmond Road,"Asian, Continental, North Indian",2000.0,4.0,53,Asian|Continental|North Indian,high
rest_002164,Tasting Room - Bengaluru Oota Company,Ulsoor,"Mangalorean, South Indian",2000.0,4.0,58,Mangalorean|South Indian,high
rest_002165,The Ritz-Carlton Bar - The Ritz-Carlton,Residency Road,Finger Food,2000.0,4.0,93,Finger Food,high
rest_002166,The Tao Terraces,Mg Road,"Thai, Japanese, Korean, Burmese, Chinese",2100.0,4.0,1909,Thai|Japanese|Korean|Burmese|Chinese,high
rest_002167,East- The Oterra,Electronic City,"Chinese, Vietnamese, Thai, Malaysian",2200.0,4.0,54,Chinese|Vietnamese|Thai|Malaysian,high
rest_002168,Limelight - Royal Orchid Hotel,Old Airport Road,"Continental, North Indian",2200.0,4.0,420,Continental|North Indian,high
rest_002169,OKO - The Lalit Ashok Bangalore,Seshadripuram,"Japanese, Asian",2200.0,4.0,207,Japanese|Asian,high
rest_002170,XU,Old Airport Road,"European, Spanish, Continental, Italian",2400.0,4.0,427,European|Spanish|Continental|Italian,high
rest_002171,Blue Bar - The Taj West End,Race Course Road,Continental,2500.0,4.0,113,Continental,high
rest_002172,The Terminus - The Oterra,Electronic City,"Finger Food, Continental",2500.0,4.0,119,Finger Food|Continental,high
rest_002173,Alloro - The Oterra,Electronic City,Italian,2500.0,4.0,63,Italian,high
rest_002174,Incanto - The Zuri,Whitefield,Italian,2500.0,4.0,89,Italian,high
rest_002175,Aqua - The Park Bangalore,Mg Road,"North Indian, Mediterranean, Chinese",3000.0,4.0,196,North Indian|Mediterranean|Chinese,high
rest_002176,24/7 - The Lalit Ashok Bangalore,Seshadripuram,"Continental, North Indian, Italian, Chinese",3000.0,4.0,344,Continental|North Indian|Italian|Chinese,high
rest_002177,Terracotta Whitefield,Whitefield,"North Indian, Lucknowi, Afghan",3000.0,4.0,244,North Indian|Lucknowi|Afghan,high
rest_002178,Baluchi - The Lalit Ashok Bangalore,Seshadripuram,"North Indian, Kashmiri, Mughlai",3700.0,4.0,134,North Indian|Kashmiri|Mughlai,high
rest_002179,Srinidhi Sagar,Old Airport Road,"South Indian, North Indian, Chinese",40.0,3.9,160,South Indian|North Indian|Chinese,low
rest_002180,Maaheshwari Chaat Wala,Ulsoor,Street Food,100.0,3.9,27,Street Food,low
rest_002181,SLN Lunch Home,City Market,South Indian,100.0,3.9,26,South Indian,low
rest_002182,Sri Annapoorna Bajji Center,Jayanagar,"Mithai, Street Food",100.0,3.9,15,Mithai|Street Food,low
rest_002183,L J Iyengar Bakery,Hsr,Bakery,100.0,3.9,53,Bakery,low
rest_002184,Taaza Mithai,Jp Nagar,"Mithai, Street Food",100.0,3.9,48,Mithai|Street Food,low
rest_002185,Karnataka Bhel House,Jayanagar,Street Food,100.0,3.9,65,Street Food,low
rest_002186,Shree Mahalakshmi Sweets,Basaveshwara Nagar,"Mithai, Street Food",100.0,3.9,61,Mithai|Street Food,low
rest_002187,Majaa Thindi,New Bel Road,South Indian,100.0,3.9,37,South Indian,low
rest_002188,Brahmins' Thatte Idli,Rajajinagar,South Indian,100.0,3.9,126,South Indian,low
rest_002189,Hot Coffee,Vijay Nagar,South Indian,100.0,3.9,46,South Indian,low
rest_002190,Chatori Tongue,Sarjapur Road,Street Food,100.0,3.9,65,Street Food,low
rest_002191,Lassi Shop,Kumaraswamy Layout,"Beverages, Juices, Ice Cream",150.0,3.9,169,Beverages|Juices|Ice Cream,low
rest_002192,Eat Repeat,Basavanagudi,South Indian,150.0,3.9,101,South Indian,low
rest_002193,Ingu Tengu,Bannerghatta Road,South Indian,150.0,3.9,197,South Indian,low
rest_002194,Sreeraj Lassi Bar,Shanti Nagar,"Beverages, Desserts",150.0,3.9,61,Beverages|Desserts,low
rest_002195,Amritsari Kulcha Bite,Ulsoor,North Indian,150.0,3.9,101,North Indian,low
rest_002196,Santhanam Sweets & Savouries,Commercial Street,"Mithai, Street Food",150.0,3.9,34,Mithai|Street Food,low
rest_002197,Sri Saravana Bhavan,Commercial Street,South Indian,150.0,3.9,75,South Indian,low
rest_002198,Davanagere Benne Dose,Hsr,South Indian,150.0,3.9,106,South Indian,low
rest_002199,Om Sweets & Snacks,Koramangala 5Th Block,"Mithai, Oriya, Bengali",150.0,3.9,34,Mithai|Oriya|Bengali,low
rest_002200,Sreeraj Lassi Bar,Shivajinagar,"Beverages, Desserts",150.0,3.9,73,Beverages|Desserts,low
rest_002201,Sreeraj Lassi Bar,Race Course Road,"Beverages, Desserts",150.0,3.9,49,Beverages|Desserts,low
rest_002202,Chetty's Coffee,Indiranagar,South Indian,150.0,3.9,43,South Indian,low
rest_002203,Sreeraj Lassi Bar,Commercial Street,Beverages,150.0,3.9,169,Beverages,low
rest_002204,Soup Station,Domlur,"Healthy Food, Sandwich, Salad",150.0,3.9,112,Healthy Food|Sandwich|Salad,low
rest_002205,Sendhoor Coffee,Indiranagar,"Coffee, Street Food",150.0,3.9,49,Coffee|Street Food,low
rest_002206,Om Sai Skanda Dosa Camp,Indiranagar,South Indian,150.0,3.9,29,South Indian,low
rest_002207,The Punjabi Bites,Old Airport Road,North Indian,150.0,3.9,82,North Indian,low
rest_002208,Vijayalakshmi Veg,Nagawara,South Indian,150.0,3.9,34,South Indian,low
rest_002209,Surya Refreshments,Malleshwaram,South Indian,150.0,3.9,40,South Indian,low
rest_002210,Froststicks,Malleshwaram,"Desserts, Ice Cream",150.0,3.9,46,Desserts|Ice Cream,low
rest_002211,Bombay Kulfi,Marathahalli,"Desserts, Ice Cream",150.0,3.9,41,Desserts|Ice Cream,low
rest_002212,Udupi Ruchi,Banashankari,"South Indian, North Indian, Chinese, Street Food",200.0,3.9,57,South Indian|North Indian|Chinese|Street Food,low
rest_002213,Gama Gama,Banashankari,South Indian,200.0,3.9,264,South Indian,low
rest_002214,Millet Mama,Basavanagudi,"South Indian, Healthy Food",200.0,3.9,18,South Indian|Healthy Food,low
rest_002215,Chinese Square,Basavanagudi,Chinese,200.0,3.9,38,Chinese,low
rest_002216,Kullad Cafe,Btm,"North Indian, Cafe, Fast Food, Beverages",200.0,3.9,326,North Indian|Cafe|Fast Food|Beverages,low
rest_002217,Chaatimes,Jp Nagar,"Street Food, Fast Food",200.0,3.9,100,Street Food|Fast Food,low
rest_002218,Garden Fresh,Btm,"Healthy Food, Juices",200.0,3.9,50,Healthy Food|Juices,low
rest_002219,Sree Krishna Kafe,Jp Nagar,South Indian,200.0,3.9,115,South Indian,low
rest_002220,Ishta Cafe,Bannerghatta Road,"Pizza, South Indian, Healthy Food",200.0,3.9,63,Pizza|South Indian|Healthy Food,low
rest_002221,Tiwari's,Bannerghatta Road,"North Indian, Street Food",200.0,3.9,75,North Indian|Street Food,low
rest_002222,Pani Kum Chai,Jayanagar,Fast Food,200.0,3.9,67,Fast Food,low
rest_002223,Sandwichwallas,Jayanagar,Fast Food,200.0,3.9,104,Fast Food,low
rest_002224,Vakulaa Veg Restaurant,Jayanagar,"South Indian, North Indian",200.0,3.9,49,South Indian|North Indian,low
rest_002225,Bhavani Chats N Juice,Jayanagar,"Beverages, Street Food",200.0,3.9,91,Beverages|Street Food,low
rest_002226,Bakers Day,Basavanagudi,"Bakery, Desserts",200.0,3.9,48,Bakery|Desserts,low
rest_002227,Mishra's Pedha Big Foods,Jayanagar,"Desserts, Mithai",200.0,3.9,56,Desserts|Mithai,low
rest_002228,Kulfreeze,Jayanagar,"Ice Cream, Desserts",200.0,3.9,16,Ice Cream|Desserts,low
rest_002229,Chaatimes,Basavanagudi,"Street Food, Fast Food",200.0,3.9,142,Street Food|Fast Food,low
rest_002230,Kesar Rajasthani Parotha Point,Basavanagudi,"North Indian, Rajasthani",200.0,3.9,34,North Indian|Rajasthani,low
rest_002231,Imperio Cafe,Whitefield,"Cafe, Fast Food, Pizza, Burger, Beverages",200.0,3.9,22,Cafe|Fast Food|Pizza|Burger|Beverages,low
rest_002232,Kairali Restaurant,Bellandur,Kerala,200.0,3.9,94,Kerala,low
rest_002233,Atithi Sambrama,Sarjapur Road,"South Indian, North Indian, Chinese",200.0,3.9,69,South Indian|North Indian|Chinese,low
rest_002234,KC Das,Mg Road,"Mithai, Street Food",200.0,3.9,370,Mithai|Street Food,low
rest_002235,Vijayalakshmi Veg,Frazer Town,South Indian,200.0,3.9,30,South Indian,low
rest_002236,MiniMelts,Brigade Road,"Ice Cream, Desserts",200.0,3.9,66,Ice Cream|Desserts,low
rest_002237,Hotel Ajantha,Mg Road,South Indian,200.0,3.9,77,South Indian,low
rest_002238,Bombay Kulfis,Koramangala 5Th Block,Ice Cream,200.0,3.9,27,Ice Cream,low
rest_002239,Gelato Italiano,Koramangala 5Th Block,"Ice Cream, Bakery, Desserts",200.0,3.9,110,Ice Cream|Bakery|Desserts,low
rest_002240,Juicy,Koramangala 5Th Block,"Beverages, Juices, Fast Food",200.0,3.9,43,Beverages|Juices|Fast Food,low
rest_002241,Mother's Food,Whitefield,"North Indian, Chinese",200.0,3.9,62,North Indian|Chinese,low
rest_002242,Vijayalakshmi Veg,Jayanagar,South Indian,200.0,3.9,97,South Indian,low
rest_002243,Sangam Sweets,Hsr,"Mithai, Street Food",200.0,3.9,148,Mithai|Street Food,low
rest_002244,Lassi Shop,Btm,"Beverages, Ice Cream",200.0,3.9,38,Beverages|Ice Cream,low
rest_002245,Hatti Kaapi,Koramangala 5Th Block,"South Indian, Beverages",200.0,3.9,237,South Indian|Beverages,low
rest_002246,Sri Devi Baker's,Btm,"Bakery, Street Food",200.0,3.9,41,Bakery|Street Food,low
rest_002247,Banchharam,Koramangala 7Th Block,"Street Food, Mithai",200.0,3.9,144,Street Food|Mithai,low
rest_002248,Lassi Shop,Church Street,"Beverages, Ice Cream",200.0,3.9,32,Beverages|Ice Cream,low
rest_002249,Hatti Kaapi,Brigade Road,"South Indian, Beverages",200.0,3.9,54,South Indian|Beverages,low
rest_002250,Juicy,Electronic City,"Beverages, Juices, Fast Food",200.0,3.9,37,Beverages|Juices|Fast Food,low
rest_002251,Sanjeevini Veg,Electronic City,South Indian,200.0,3.9,57,South Indian,low
rest_002252,Shahi Kabab,Frazer Town,Rolls,200.0,3.9,40,Rolls,low
rest_002253,Lassi Shop,Bellandur,"Beverages, Ice Cream",200.0,3.9,153,Beverages|Ice Cream,low
rest_002254,Soup Station,Koramangala 4Th Block,"Healthy Food, Sandwich, Salad",200.0,3.9,38,Healthy Food|Sandwich|Salad,low
rest_002255,Chai Cafe,Indiranagar,Cafe,200.0,3.9,49,Cafe,low
rest_002256,Bharpur Aahar,Jeevan Bhima Nagar,"North Indian, Chinese",200.0,3.9,418,North Indian|Chinese,low
rest_002257,Gooey & Fluffy,Thippasandra,"Desserts, Bakery",200.0,3.9,89,Desserts|Bakery,low
rest_002258,La Madeleine Patisserie,Indiranagar,Bakery,200.0,3.9,71,Bakery,low
rest_002259,Banchharam,Ulsoor,"Street Food, Mithai",200.0,3.9,65,Street Food|Mithai,low
rest_002260,Lassi Shop,Jp Nagar,"Beverages, Ice Cream",200.0,3.9,38,Beverages|Ice Cream,low
rest_002261,Havmor,Basavanagudi,"Ice Cream, Desserts",200.0,3.9,22,Ice Cream|Desserts,low
rest_002262,Pabrai's Fresh & Naturelle Icecreams,Koramangala 5Th Block,"Ice Cream, Desserts",200.0,3.9,128,Ice Cream|Desserts,low
rest_002263,Delicious Momos,Kalyan Nagar,"Street Food, Momos",200.0,3.9,48,Street Food|Momos,low
rest_002264,Falahaar,Koramangala 6Th Block,"North Indian, Street Food",200.0,3.9,154,North Indian|Street Food,low
rest_002265,Momo Blues,Koramangala 5Th Block,"Chinese, Momos, Nepalese, Tibetan",200.0,3.9,28,Chinese|Momos|Nepalese|Tibetan,low
rest_002266,Mountain Spice,Koramangala 8Th Block,Chinese,200.0,3.9,188,Chinese,low
rest_002267,Quickie's,Seshadripuram,"Fast Food, Rolls",200.0,3.9,86,Fast Food|Rolls,low
rest_002268,Tea Samskruthi,Malleshwaram,Cafe,200.0,3.9,18,Cafe,low
rest_002269,Chaatimes,Malleshwaram,"Street Food, Fast Food",200.0,3.9,112,Street Food|Fast Food,low
rest_002270,Lassi Shop,Rajajinagar,"Beverages, Ice Cream",200.0,3.9,81,Beverages|Ice Cream,low
rest_002271,Antarastriya,Malleshwaram,"Chinese, Fast Food, Momos",200.0,3.9,461,Chinese|Fast Food|Momos,low
rest_002272,Absolute Waffles,New Bel Road,"Desserts, Fast Food",200.0,3.9,49,Desserts|Fast Food,low
rest_002273,Hari Super Sandwich,Malleshwaram,"Fast Food, Street Food",200.0,3.9,59,Fast Food|Street Food,low
rest_002274,Hotel Ayodhya Upahar,Sadashiv Nagar,"South Indian, Chinese",200.0,3.9,46,South Indian|Chinese,low
rest_002275,CakeZone,"Varthur Main Road, Whitefield","Bakery, Desserts",200.0,3.9,20,Bakery|Desserts,low
rest_002276,Snack House,Indiranagar,"Fast Food, Momos",200.0,3.9,26,Fast Food|Momos,low
rest_002277,Chatora Singh,Old Airport Road,"North Indian, Fast Food",200.0,3.9,44,North Indian|Fast Food,low
rest_002278,Tumbites,Bellandur,North Indian,200.0,3.9,125,North Indian,low
rest_002279,Lassi Shop,Whitefield,"Beverages, Ice Cream",200.0,3.9,73,Beverages|Ice Cream,low
rest_002280,Desi Chats,Whitefield,Street Food,200.0,3.9,18,Street Food,low
rest_002281,Hotel Mangala,Banashankari,South Indian,250.0,3.9,88,South Indian,low
rest_002282,Vegetarea,Btm,South Indian,250.0,3.9,38,South Indian,low
rest_002283,Kalingas,Btm,"Oriya, Fast Food",250.0,3.9,173,Oriya|Fast Food,low
rest_002284,Fish Chain,Jp Nagar,"Seafood, Bbq, Biryani",250.0,3.9,37,Seafood|Bbq|Biryani,low
rest_002285,Pathaan Sir,Btm,"Fast Food, Rolls, Momos",250.0,3.9,183,Fast Food|Rolls|Momos,low
rest_002286,Punjabi Corner,Bannerghatta Road,"North Indian, Chinese",250.0,3.9,201,North Indian|Chinese,low
rest_002287,Asha Sweets Centre,Jp Nagar,Fast Food,250.0,3.9,42,Fast Food,low
rest_002288,Baskin Robbins,Jp Nagar,Ice Cream,250.0,3.9,86,Ice Cream,low
rest_002289,Desi Vdesi,Shanti Nagar,"Fast Food, North Indian, Rolls",250.0,3.9,113,Fast Food|North Indian|Rolls,low
rest_002290,Parathe Wali Gali,Wilson Garden,North Indian,250.0,3.9,36,North Indian,low
rest_002291,NV Naidu Hotel,City Market,Biryani,250.0,3.9,36,Biryani,low
rest_002292,Chai Point,Bellandur,"Tea, Beverages, Fast Food",250.0,3.9,61,Tea|Beverages|Fast Food,low
rest_002293,Munchies,Brigade Road,"Fast Food, Bakery",250.0,3.9,64,Fast Food|Bakery,low
rest_002294,Desi Bites,Marathahalli,North Indian,250.0,3.9,79,North Indian,low
rest_002295,Ramdev Sagar,Brookefield,"South Indian, Chinese, Street Food",250.0,3.9,39,South Indian|Chinese|Street Food,low
rest_002296,New Udupi Delicacy,Whitefield,"South Indian, North Indian, Chinese",250.0,3.9,84,South Indian|North Indian|Chinese,low
rest_002297,Baskin Robbins,Brookefield,"Ice Cream, Desserts",250.0,3.9,51,Ice Cream|Desserts,low
rest_002298,Luscious Folks,Marathahalli,North Indian,250.0,3.9,217,North Indian,low
rest_002299,Mojo Bites,Whitefield,Fast Food,250.0,3.9,23,Fast Food,low
rest_002300,Chai Point,Brookefield,"Tea, Beverages, Fast Food",250.0,3.9,130,Tea|Beverages|Fast Food,low
rest_002301,Hatti Punjab Di,Koramangala 1St Block,"North Indian, Chinese",250.0,3.9,224,North Indian|Chinese,low
rest_002302,Snakk That,Hsr,"Burger, Beverages, Fast Food",250.0,3.9,52,Burger|Beverages|Fast Food,low
rest_002303,The Sandwich Club,Hsr,Fast Food,250.0,3.9,88,Fast Food,low
rest_002304,Desi Vdesi,Church Street,"Fast Food, North Indian, Rolls",250.0,3.9,202,Fast Food|North Indian|Rolls,low
rest_002305,Delhi Base Sri Food Court,Electronic City,"North Indian, South Indian, Chinese, Street Food",250.0,3.9,505,North Indian|South Indian|Chinese|Street Food,low
rest_002306,Chai Point,Electronic City,"Tea, Beverages, Fast Food",250.0,3.9,25,Tea|Beverages|Fast Food,low
rest_002307,Donut Cafe,Electronic City,"Desserts, Fast Food",250.0,3.9,163,Desserts|Fast Food,low
rest_002308,Uma Ki Rasoi,Electronic City,North Indian,250.0,3.9,40,North Indian,low
rest_002309,Chaai Resto,Hsr,"Tea, Beverages, Fast Food",250.0,3.9,92,Tea|Beverages|Fast Food,low
rest_002310,Bun Maska Chai,Jeevan Bhima Nagar,"Street Food, Fast Food",250.0,3.9,120,Street Food|Fast Food,low
rest_002311,Ramji Chaiwale,Old Airport Road,"Beverages, Fast Food",250.0,3.9,122,Beverages|Fast Food,low
rest_002312,Spicy Corner,Jeevan Bhima Nagar,"Street Food, Fast Food",250.0,3.9,187,Street Food|Fast Food,low
rest_002313,Ande Ka Funda,Banashankari,"North Indian, Fast Food, Rolls",250.0,3.9,121,North Indian|Fast Food|Rolls,low
rest_002314,The Paratha Stories,Jp Nagar,North Indian,250.0,3.9,0,North Indian,low
rest_002315,Despiwich Dragon's Kitchen,Banaswadi,"Chinese, Fast Food",250.0,3.9,71,Chinese|Fast Food,low
rest_002316,29 Degrees North,Banaswadi,"North Indian, Fast Food, Street Food",250.0,3.9,283,North Indian|Fast Food|Street Food,low
rest_002317,Paratha Plaza,Koramangala 4Th Block,North Indian,250.0,3.9,220,North Indian,low
rest_002318,Paratha Plaza,Koramangala 5Th Block,North Indian,250.0,3.9,41,North Indian,low
rest_002319,Hotel Janatha,Wilson Garden,South Indian,250.0,3.9,31,South Indian,low
rest_002320,Chai Point,Mg Road,"Tea, Fast Food, Beverages, Sandwich",250.0,3.9,272,Tea|Fast Food|Beverages|Sandwich,low
