restaurant_id,restaurant_name,location,cuisines,estimated_cost_for_two,rating,votes,cuisine_tags,budget_category
rest_005232,Calorie Express,Btm,Healthy Food,450.0,3.6,192,Healthy Food,low
rest_005233,Chef Baker's,Bannerghatta Road,Bakery,450.0,3.6,23,Bakery,low
rest_005234,Thayee Touch,Jp Nagar,"North Indian, Chinese, South Indian",450.0,3.6,30,North Indian|Chinese|South Indian,low
rest_005235,Thanco's Natural Ice Cream,Basavanagudi,"Ice Cream, Desserts",450.0,3.6,69,Ice Cream|Desserts,low
rest_005236,Kidilum,Marathahalli,"North Indian, Chinese, Kerala",450.0,3.6,32,North Indian|Chinese|Kerala,low
rest_005237,La-Pizza,East Bangalore,"Italian, Pizza, Burger",450.0,3.6,151,Italian|Pizza|Burger,low
rest_005238,KFC,Bellandur,"Burger, Fast Food",450.0,3.6,20,Burger|Fast Food,low
rest_005239,Kenny's Restaurant,Frazer Town,"Chinese, North Indian",450.0,3.6,31,Chinese|North Indian,low
rest_005240,Kamat Hotel,Shivajinagar,"North Indian, South Indian, Chinese",450.0,3.6,60,North Indian|South Indian|Chinese,low
rest_005241,Rekha Restaurant,Brookefield,"North Indian, Chinese",450.0,3.6,97,North Indian|Chinese,low
rest_005242,Rayan's Biryani,Marathahalli,"Andhra, Biryani, Beverages, Kebab",450.0,3.6,26,Andhra|Biryani|Beverages|Kebab,low
rest_005243,JLT Food,Whitefield,North Indian,450.0,3.6,23,North Indian,low
rest_005244,Meal & Biryani,Bommanahalli,"Andhra, South Indian",450.0,3.6,19,Andhra|South Indian,low
rest_005245,Desi Urbane,Btm,"North Indian, Chinese, Biryani",450.0,3.6,108,North Indian|Chinese|Biryani,low
rest_005246,UBQ by Barbeque Nation,Electronic City,"North Indian, Bbq, Biryani, Kebab",450.0,3.6,13,North Indian|Bbq|Biryani|Kebab,low
rest_005247,FreshMenu,North Bangalore,"Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger",450.0,3.6,531,Healthy Food|Chinese|Biryani|North Indian|Continental|Salad|American|Burger,low
rest_005248,New Biriyani Darbar,Rt Nagar,"Biryani, South Indian, North Indian, Chinese",450.0,3.6,68,Biryani|South Indian|North Indian|Chinese,low
rest_005249,Calicut Restaurant,Kammanahalli,"Kerala, South Indian, North Indian, Chinese",450.0,3.6,76,Kerala|South Indian|North Indian|Chinese,low
rest_005250,Chef Baker's,Koramangala 1St Block,Bakery,450.0,3.6,37,Bakery,low
rest_005251,Swaadpurna,Jeevan Bhima Nagar,"North Indian, South Indian, Chinese, Biryani",450.0,3.6,51,North Indian|South Indian|Chinese|Biryani,low
rest_005252,FreshMenu,Central Bangalore,"Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger",450.0,3.6,382,Healthy Food|Chinese|Biryani|North Indian|Continental|Salad|American|Burger,low
rest_005253,Kadai,Basaveshwara Nagar,"North Indian, Chinese, Seafood, South Indian",450.0,3.6,73,North Indian|Chinese|Seafood|South Indian,low
rest_005254,Karavali Deluxe,Yeshwantpur,"North Indian, Chinese",450.0,3.6,23,North Indian|Chinese,low
rest_005255,Chick Inn 24x7,Malleshwaram,Fast Food,450.0,3.6,86,Fast Food,low
rest_005256,Thanco's Naturals Ice Cream,Marathahalli,"Ice Cream, Desserts",450.0,3.6,21,Ice Cream|Desserts,low
rest_005257,UBQ by Barbeque Nation,Indiranagar,"North Indian, Bbq, Biryani, Kebab",450.0,3.6,17,North Indian|Bbq|Biryani|Kebab,low
rest_005258,Hotel Sai Renaissance,Whitefield,"South Indian, North Indian, Chinese",450.0,3.6,32,South Indian|North Indian|Chinese,low
rest_005259,UBQ by Barbeque Nation,Whitefield,"North Indian, Bbq, Biryani, Kebab",450.0,3.6,17,North Indian|Bbq|Biryani|Kebab,low
rest_005260,Biryani House,Whitefield,"Biryani, North Indian",450.0,3.6,14,Biryani|North Indian,low
rest_005261,Dinepost 9,Whitefield,"North Indian, Chinese, Biryani",450.0,3.6,22,North Indian|Chinese|Biryani,low
rest_005262,The Good Bowl,Banashankari,"Italian, North Indian, Biryani",500.0,3.6,6,Italian|North Indian|Biryani,low
rest_005263,Chilli Flakes,Banashankari,"Fast Food, Italian, Beverages",500.0,3.6,46,Fast Food|Italian|Beverages,low
rest_005264,Grow Fit,Jp Nagar,"Healthy Food, North Indian, Thai",500.0,3.6,16,Healthy Food|North Indian|Thai,low
rest_005265,Food Box Cafe,Banashankari,"Mughlai, North Indian, Chinese",500.0,3.6,36,Mughlai|North Indian|Chinese,low
rest_005266,Brew Point,Jp Nagar,"Cafe, American, Burger, Sandwich, Fast Food",500.0,3.6,10,Cafe|American|Burger|Sandwich|Fast Food,low
rest_005267,Dine One One Restaurant,Bannerghatta Road,"South Indian, Continental, North Indian",500.0,3.6,15,South Indian|Continental|North Indian,low
rest_005268,Pizza Paradise,Jp Nagar,Pizza,500.0,3.6,59,Pizza,low
rest_005269,Lalchee's Rasoi,Bannerghatta Road,"North Indian, Chinese",500.0,3.6,162,North Indian|Chinese,low
rest_005270,Smoke-A-Pot,Jp Nagar,"Biryani, North Indian, Rolls",500.0,3.6,91,Biryani|North Indian|Rolls,low
rest_005271,McDonald's,Basavanagudi,"Burger, Fast Food",500.0,3.6,276,Burger|Fast Food,low
rest_005272,The Good Bowl,Sarjapur Road,"Italian, North Indian, Biryani",500.0,3.6,10,Italian|North Indian|Biryani,low
rest_005273,Matka,Hsr,"North Indian, Biryani",500.0,3.6,25,North Indian|Biryani,low
rest_005274,Appetite Workstation,Sarjapur Road,"North Indian, Chinese, Biryani",500.0,3.6,16,North Indian|Chinese|Biryani,low
rest_005275,Atithi Family Bar & Restaurant,Bellandur,"North Indian, South Indian, Andhra",500.0,3.6,31,North Indian|South Indian|Andhra,low
rest_005276,Cake Delights,Sarjapur Road,"Bakery, Desserts",500.0,3.6,24,Bakery|Desserts,low
rest_005277,Kabab Souq,Richmond Road,"Kebab, North Indian, Arabian, Chinese",500.0,3.6,112,Kebab|North Indian|Arabian|Chinese,low
rest_005278,The Good Bowl,Vasanth Nagar,"Italian, North Indian, Biryani",500.0,3.6,10,Italian|North Indian|Biryani,low
rest_005279,YumYumDilli,Indiranagar,North Indian,500.0,3.6,51,North Indian,low
rest_005280,The Adukkala Restaurant,Brigade Road,Kerala,500.0,3.6,40,Kerala,low
rest_005281,In Wok,Richmond Road,Chinese,500.0,3.6,118,Chinese,low
rest_005282,Masala Oota,Residency Road,"South Indian, Biryani",500.0,3.6,79,South Indian|Biryani,low
rest_005283,AKS Family Dhaba And Restaurant,Marathahalli,"North Indian, Mughlai, South Indian",500.0,3.6,41,North Indian|Mughlai|South Indian,low
rest_005284,Biryani Lakhnawi,Marathahalli,"Lucknowi, Biryani",500.0,3.6,13,Lucknowi|Biryani,low
rest_005285,Foreign CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Whitefield,Continental,500.0,3.6,43,Continental,low
rest_005286,Pita Pocket Factory,Brookefield,"Mediterranean, Continental, Italian, Burger",500.0,3.6,27,Mediterranean|Continental|Italian|Burger,low
rest_005287,Mr Manchurian,Marathahalli,"Chinese, Momos",500.0,3.6,198,Chinese|Momos,low
rest_005288,Chef in,Brookefield,"Biryani, North Indian, Chinese",500.0,3.6,199,Biryani|North Indian|Chinese,low
rest_005289,De Street Cafe,Btm,Cafe,500.0,3.6,61,Cafe,low
rest_005290,Cafe Hush,Btm,"Cafe, Fast Food",500.0,3.6,22,Cafe|Fast Food,low
rest_005291,The Yellow Tuk-Tuk Cafe,Koramangala 5Th Block,"Cafe, Continental, Beverages",500.0,3.6,16,Cafe|Continental|Beverages,low
rest_005292,Thalis Of India,Koramangala 7Th Block,"South Indian, North Indian, Beverages",500.0,3.6,23,South Indian|North Indian|Beverages,low
rest_005293,Meat And Eat,Koramangala 7Th Block,"Fast Food, Burger",500.0,3.6,90,Fast Food|Burger,low
rest_005294,Call A Cake,Btm,Bakery,500.0,3.6,41,Bakery,low
rest_005295,Mustard Food Court,Koramangala 3Rd Block,"North Indian, Chinese",500.0,3.6,163,North Indian|Chinese,low
rest_005296,Shaap,Koramangala 5Th Block,"Kerala, Seafood",500.0,3.6,207,Kerala|Seafood,low
rest_005297,Cochin Connection,Koramangala 6Th Block,"Kerala, South Indian",500.0,3.6,41,Kerala|South Indian,low
rest_005298,Sai Mango Tree,Btm,"Biryani, Hyderabadi, Chinese",500.0,3.6,45,Biryani|Hyderabadi|Chinese,low
rest_005299,Swad 'E' Punjab,Hsr,"North Indian, Chinese, Mughlai",500.0,3.6,49,North Indian|Chinese|Mughlai,low
rest_005300,Late Night,Btm,"North Indian, Chinese",500.0,3.6,117,North Indian|Chinese,low
rest_005301,Hungry Bowl,Koramangala 5Th Block,"North Indian, Chinese, Italian",500.0,3.6,51,North Indian|Chinese|Italian,low
rest_005302,Queen Pearls,Ejipura,Pizza,500.0,3.6,25,Pizza,low
rest_005303,Mayur,Btm,"Andhra, North Indian, Chinese",500.0,3.6,18,Andhra|North Indian|Chinese,low
rest_005304,Seekers Cafe,Btm,"Italian, Continental",500.0,3.6,25,Italian|Continental,low
rest_005305,McDonald's,Btm,"Burger, Fast Food",500.0,3.6,59,Burger|Fast Food,low
rest_005306,Swad 'E' Punjab,Electronic City,"North Indian, Chinese, Mughlai",500.0,3.6,216,North Indian|Chinese|Mughlai,low
rest_005307,Bangalore Agarwal Bhavan,Electronic City,"North Indian, Street Food, Mithai, Chinese",500.0,3.6,20,North Indian|Street Food|Mithai|Chinese,low
rest_005308,Thanima Garden Restaurant,Electronic City,"North Indian, Chinese, Kerala",500.0,3.6,163,North Indian|Chinese|Kerala,low
rest_005309,Salt N Pepper,Electronic City,"North Indian, Chinese",500.0,3.6,74,North Indian|Chinese,low
rest_005310,Eden Huts Dhaba,Electronic City,"Chinese, North Indian",500.0,3.6,33,Chinese|North Indian,low
rest_005311,Delhi's Essence,Electronic City,North Indian,500.0,3.6,60,North Indian,low
rest_005312,Chote Miya,Frazer Town,"Mughlai, Biryani, Rolls",500.0,3.6,16,Mughlai|Biryani|Rolls,low
rest_005313,UBCR Cafe & Resto,Hsr,"Cafe, Burger, Continental, Chinese",500.0,3.6,17,Cafe|Burger|Continental|Chinese,low
rest_005314,The Good Bowl,Koramangala 1St Block,"Italian, North Indian, Biryani",500.0,3.6,8,Italian|North Indian|Biryani,low
rest_005315,Krutunga,Hsr,"Andhra, Biryani",500.0,3.6,289,Andhra|Biryani,low
rest_005316,Sweet Chariot,Koramangala 1St Block,"Bakery, Fast Food",500.0,3.6,27,Bakery|Fast Food,low
rest_005317,Luo Han,Hsr,"Chinese, Thai",500.0,3.6,777,Chinese|Thai,low
rest_005318,Rayaan's Restaurant,Hsr,"North Indian, Chinese, Arabian",500.0,3.6,155,North Indian|Chinese|Arabian,low
rest_005319,Kerala Vibes,Jeevan Bhima Nagar,Kerala,500.0,3.6,80,Kerala,low
rest_005320,Bowlful,Domlur,North Indian,500.0,3.6,12,North Indian,low
rest_005321,Krish Punjabi Kitchen,Thippasandra,North Indian,500.0,3.6,17,North Indian,low
rest_005322,Keto Kitchen,Koramangala 7Th Block,"Healthy Food, Pizza, Italian, South Indian, North Indian",500.0,3.6,17,Healthy Food|Pizza|Italian|South Indian|North Indian,low
rest_005323,Marhaba,Bannerghatta Road,"Arabian, Mediterranean, North Indian",500.0,3.6,25,Arabian|Mediterranean|North Indian,low
rest_005324,Moksha,Kanakapura Road,"Chinese, North Indian, Mughlai",500.0,3.6,42,Chinese|North Indian|Mughlai,low
rest_005325,A1 Garam Masala,Kanakapura Road,"North Indian, Andhra, Chinese",500.0,3.6,25,North Indian|Andhra|Chinese,low
rest_005326,Thalis Of India,Hennur,"South Indian, North Indian, Beverages",500.0,3.6,24,South Indian|North Indian|Beverages,low
rest_005327,Bhavani Restaurant,Banaswadi,"Mughlai, North Indian, Chinese",500.0,3.6,73,Mughlai|North Indian|Chinese,low
rest_005328,Balle Balle Dhaba,Kalyan Nagar,"North Indian, Chinese",500.0,3.6,195,North Indian|Chinese,low
rest_005329,American Desserts,Banaswadi,"Desserts, Bakery",500.0,3.6,23,Desserts|Bakery,low
rest_005330,Kabsa House,Kalyan Nagar,North Indian,500.0,3.6,24,North Indian,low
rest_005331,Hotel Archana Grand,Bommanahalli,"Chinese, North Indian",500.0,3.6,23,Chinese|North Indian,low
rest_005332,Slanz Cafe,Basaveshwara Nagar,"Cafe, Italian, Desserts",500.0,3.6,99,Cafe|Italian|Desserts,low
rest_005333,Buttercup Bakes,Rajajinagar,"Bakery, Desserts",500.0,3.6,12,Bakery|Desserts,low
rest_005334,Mayuri Multicuisine Restaurant,Marathahalli,North Indian,500.0,3.6,12,North Indian,low
rest_005335,Rajwadi,Brookefield,"North Indian, Street Food",500.0,3.6,10,North Indian|Street Food,low
rest_005336,Grand Hotel,Old Airport Road,"Hyderabadi, Biryani",500.0,3.6,57,Hyderabadi|Biryani,low
rest_005337,Infinity Family Restaurant,Marathahalli,"North Indian, Chinese",500.0,3.6,46,North Indian|Chinese,low
rest_005338,Ackley Kitchen,Kaggadasapura,"Fast Food, Continental, Burger",500.0,3.6,33,Fast Food|Continental|Burger,low
rest_005339,FTB Restaurant,Thippasandra,"North Indian, Bengali, Chinese, Seafood",500.0,3.6,19,North Indian|Bengali|Chinese|Seafood,low
rest_005340,Meat And Eat (ME),Old Airport Road,"Fast Food, Burger",500.0,3.6,97,Fast Food|Burger,low
rest_005341,Sagar Restaurant & Chats,Vijay Nagar,"South Indian, North Indian, Chinese",500.0,3.6,7,South Indian|North Indian|Chinese,low
rest_005342,Nisarga,Basaveshwara Nagar,"Andhra, North Indian, Chinese",500.0,3.6,110,Andhra|North Indian|Chinese,low
rest_005343,Sagar,Vijay Nagar,"South Indian, North Indian, Chinese",500.0,3.6,101,South Indian|North Indian|Chinese,low
rest_005344,McDonald's,Bellandur,"Burger, Fast Food",500.0,3.6,262,Burger|Fast Food,low
rest_005345,Just Yum,Sarjapur Road,"North Indian, Chinese",500.0,3.6,78,North Indian|Chinese,low
rest_005346,Punjabi Nukkad Pure Veg,Bellandur,"North Indian, Chinese, Juices",500.0,3.6,394,North Indian|Chinese|Juices,low
rest_005347,The Good Bowl,Whitefield,"Italian, North Indian, Biryani",500.0,3.6,18,Italian|North Indian|Biryani,low
rest_005348,PIZZMO,Whitefield,"Pizza, Momos",500.0,3.6,26,Pizza|Momos,low
rest_005349,Jubli Biryani,Whitefield,"Biryani, Chinese",500.0,3.6,17,Biryani|Chinese,low
rest_005350,Mubeena Shariff Chocolatier,Whitefield,Desserts,500.0,3.6,14,Desserts,low
rest_005351,Loafers,Whitefield,"North Indian, Chinese, Biryani",500.0,3.6,13,North Indian|Chinese|Biryani,low
rest_005352,Hyderabad Biryaani House,Bannerghatta Road,"Biryani, North Indian, Chinese",550.0,3.6,794,Biryani|North Indian|Chinese,medium
rest_005353,Sarvam,Hsr,"South Indian, Chettinad, Chinese, North Indian, Andhra, Seafood",550.0,3.6,122,South Indian|Chettinad|Chinese|North Indian|Andhra|Seafood,medium
rest_005354,Malabar Coastal Cuisine,Koramangala 7Th Block,Kerala,550.0,3.6,68,Kerala,medium
rest_005355,Hotel Avakay,Electronic City,"Andhra, North Indian, Chinese, Biryani",550.0,3.6,27,Andhra|North Indian|Chinese|Biryani,medium
rest_005356,NMR Multicuisine Restaurant,Electronic City,"North Indian, Chinese, Arabian, Juices",550.0,3.6,9,North Indian|Chinese|Arabian|Juices,medium
rest_005357,9th Cross Cafe,Jeevan Bhima Nagar,"Cafe, Italian, French",550.0,3.6,12,Cafe|Italian|French,medium
rest_005358,Red Chilliez,Thippasandra,"North Indian, South Indian, Chinese, Seafood",550.0,3.6,216,North Indian|South Indian|Chinese|Seafood,medium
rest_005359,Status,Old Airport Road,"Chinese, North Indian",550.0,3.6,119,Chinese|North Indian,medium
rest_005360,Targaryen's Kitchen,Jp Nagar,"North Indian, Bengali, Chinese",550.0,3.6,25,North Indian|Bengali|Chinese,medium
rest_005361,Srinathjis,Banaswadi,"North Indian, Cafe, Chinese",550.0,3.6,62,North Indian|Cafe|Chinese,medium
rest_005362,Big Box Theory,Ejipura,"Salad, Healthy Food, Fast Food",550.0,3.6,11,Salad|Healthy Food|Fast Food,medium
rest_005363,Flavours Hut,Hsr,"Kerala, North Indian, Chinese, Seafood",550.0,3.6,9,Kerala|North Indian|Chinese|Seafood,medium
rest_005364,My Tea House,Banashankari,"Italian, Fast Food, Cafe, European",600.0,3.6,62,Italian|Fast Food|Cafe|European,medium
rest_005365,Sri Yaksha Shiv Sagar,Banashankari,"North Indian, Chinese",600.0,3.6,24,North Indian|Chinese,medium
rest_005366,Kadala Tarangaa,Banashankari,"Mangalorean, Seafood, North Indian",600.0,3.6,129,Mangalorean|Seafood|North Indian,medium
rest_005367,Triveni,Bannerghatta Road,"Andhra, North Indian, Chinese",600.0,3.6,33,Andhra|North Indian|Chinese,medium
rest_005368,Alif Restaurant,Jp Nagar,"North Indian, Chinese",600.0,3.6,26,North Indian|Chinese,medium
rest_005369,Andhra Bhojanam,Bannerghatta Road,"North Indian, South Indian, Andhra",600.0,3.6,21,North Indian|South Indian|Andhra,medium
rest_005370,Sampoorna,Jp Nagar,"Chinese, North Indian",600.0,3.6,70,Chinese|North Indian,medium
rest_005371,Chef Baker's,Bellandur,"Bakery, Fast Food, Pizza, Burger, Cafe",600.0,3.6,136,Bakery|Fast Food|Pizza|Burger|Cafe,medium
rest_005372,Sintales,Sarjapur Road,"Cafe, Continental, Pizza, Burger, Beverages",600.0,3.6,44,Cafe|Continental|Pizza|Burger|Beverages,medium
rest_005373,YumYumSouth,Sarjapur Road,South Indian,600.0,3.6,55,South Indian,medium
rest_005374,Sri Sai Mango Tree Restaurant,Bellandur,"North Indian, Biryani, Chinese",600.0,3.6,336,North Indian|Biryani|Chinese,medium
rest_005375,Subway,Bellandur,"Salad, Fast Food",600.0,3.6,12,Salad|Fast Food,medium
rest_005376,Fujan,Frazer Town,"Chinese, Thai, Seafood",600.0,3.6,54,Chinese|Thai|Seafood,medium
rest_005377,Navab's,Frazer Town,Mughlai,600.0,3.6,10,Mughlai,medium
rest_005378,Bangaliana,Marathahalli,Bengali,600.0,3.6,124,Bengali,medium
rest_005379,Sankranti,Marathahalli,Andhra,600.0,3.6,83,Andhra,medium
rest_005380,Daily Bread,Marathahalli,"Bakery, Fast Food, Italian",600.0,3.6,18,Bakery|Fast Food|Italian,medium
rest_005381,Bakers Town,Btm,"Cafe, Continental, Fast Food",600.0,3.6,41,Cafe|Continental|Fast Food,medium
rest_005382,Hyderabadi Biryani Hub,Btm,"Biryani, North Indian, Chinese",600.0,3.6,218,Biryani|North Indian|Chinese,medium
rest_005383,World In A Bowl,Koramangala 7Th Block,"Continental, North Indian, Desserts, Beverages",600.0,3.6,20,Continental|North Indian|Desserts|Beverages,medium
rest_005384,Sambram Biriyani Paradise,Jp Nagar,"Biryani, North Indian, Chinese",600.0,3.6,97,Biryani|North Indian|Chinese,medium
rest_005385,New Andhra Spice,Btm,Andhra,600.0,3.6,22,Andhra,medium
rest_005386,Neer Dosa Fish Land,Btm,"Seafood, Mangalorean",600.0,3.6,39,Seafood|Mangalorean,medium
rest_005387,Nandhini Deluxe,Frazer Town,North Indian,600.0,3.6,196,North Indian,medium
rest_005388,Shilpa Gulati's Desserts,Cunningham Road,Bakery,600.0,3.6,17,Bakery,medium
rest_005389,Mamaji's,Electronic City,North Indian,600.0,3.6,453,North Indian,medium
rest_005390,Soul Curry Restaurant,Electronic City,"Andhra, Chinese, North Indian, Biryani",600.0,3.6,18,Andhra|Chinese|North Indian|Biryani,medium
rest_005391,Bhojanam Restaurant,Electronic City,"Andhra, Biryani",600.0,3.6,196,Andhra|Biryani,medium
rest_005392,New Green Leaf Restaurant,Electronic City,"Kerala, North Indian, Chinese, South Indian",600.0,3.6,42,Kerala|North Indian|Chinese|South Indian,medium
rest_005393,Shoiab Family Restaurant,Electronic City,"North Indian, South Indian, Chinese",600.0,3.6,14,North Indian|South Indian|Chinese,medium
rest_005394,Paaramparya Restaurant,Kammanahalli,"Chettinad, Mangalorean, South Indian, North Indian",600.0,3.6,20,Chettinad|Mangalorean|South Indian|North Indian,medium
rest_005395,Konfection Konnection,Frazer Town,Desserts,600.0,3.6,13,Desserts,medium
rest_005396,Subway,Frazer Town,"Salad, Fast Food",600.0,3.6,74,Salad|Fast Food,medium
rest_005397,Bangalore Durbar Fast Food,Thippasandra,"North Indian, South Indian, Chinese, Kerala",600.0,3.6,18,North Indian|South Indian|Chinese|Kerala,medium
rest_005398,Taste Of Nawaab's,Domlur,"North Indian, Chinese",600.0,3.6,22,North Indian|Chinese,medium
rest_005399,Tandoori Paradise,Btm,"North Indian, Chinese",600.0,3.6,8,North Indian|Chinese,medium
rest_005400,Burger Lounge,Koramangala 5Th Block,"Burger, Fast Food, Beverages",600.0,3.6,74,Burger|Fast Food|Beverages,medium
rest_005401,Kollapuri's,Jayanagar,Maharashtrian,600.0,3.6,135,Maharashtrian,medium
rest_005402,Nandhini Deluxe,Jayanagar,North Indian,600.0,3.6,336,North Indian,medium
rest_005403,World In A Bowl,Hennur,"Continental, North Indian, Desserts, Beverages",600.0,3.6,38,Continental|North Indian|Desserts|Beverages,medium
rest_005404,Marhaba,Nagawara,"Arabian, Mediterranean, North Indian",600.0,3.6,42,Arabian|Mediterranean|North Indian,medium
rest_005405,7 Plates,Kalyan Nagar,"North Indian, Mughlai, Rolls, Fast Food",600.0,3.6,519,North Indian|Mughlai|Rolls|Fast Food,medium
rest_005406,Thran Bakery,Kalyan Nagar,"Bakery, Desserts, Beverages",600.0,3.6,8,Bakery|Desserts|Beverages,medium
rest_005407,Taste Of Nawaabs,Banaswadi,"North Indian, Mughlai",600.0,3.6,328,North Indian|Mughlai,medium
rest_005408,Twilight Global Restaurant,Kalyan Nagar,"North Indian, Chinese",600.0,3.6,37,North Indian|Chinese,medium
rest_005409,Navab's,Koramangala 4Th Block,Mughlai,600.0,3.6,9,Mughlai,medium
rest_005410,BTM Bawarchi Biryani,Btm,"Biryani, North Indian, Chinese",600.0,3.6,132,Biryani|North Indian|Chinese,medium
rest_005411,C Sharp Kitchen,Church Street,"North Indian, Chinese, European",600.0,3.6,53,North Indian|Chinese|European,medium
rest_005412,Nandhini Deluxe,Majestic,North Indian,600.0,3.6,37,North Indian,medium
rest_005413,Jai Bhawani,Majestic,"North Indian, South Indian, Chinese",600.0,3.6,21,North Indian|South Indian|Chinese,medium
rest_005414,Hotel Fish Land,Rt Nagar,"South Indian, North Indian",600.0,3.6,24,South Indian|North Indian,medium
rest_005415,Spice Affair,Marathahalli,"North Indian, Chinese",600.0,3.6,28,North Indian|Chinese,medium
rest_005416,Biryani Mane,Marathahalli,"North Indian, Biryani",600.0,3.6,66,North Indian|Biryani,medium
rest_005417,Shake it Off,Cv Raman Nagar,"Beverages, Fast Food",600.0,3.6,15,Beverages|Fast Food,medium
rest_005418,Driven Cafe,Residency Road,"Cafe, Beverages, Fast Food",600.0,3.6,124,Cafe|Beverages|Fast Food,medium
rest_005419,Belly Doze,New Bel Road,"North Indian, Mughlai, Chinese",600.0,3.6,31,North Indian|Mughlai|Chinese,medium
rest_005420,Kuttanadu Family Restaurant,Jalahalli,"Seafood, South Indian",600.0,3.6,17,Seafood|South Indian,medium
rest_005421,Hotel New Panchavati,Vijay Nagar,"North Indian, Chinese, Biryani, South Indian",600.0,3.6,121,North Indian|Chinese|Biryani|South Indian,medium
rest_005422,Burger King,Brigade Road,"Burger, Fast Food, Beverages",600.0,3.6,91,Burger|Fast Food|Beverages,medium
rest_005423,Thalassery Restaurant,Bellandur,"Seafood, Biryani, South Indian, North Indian, Chinese, Arabian, Kebab, Kerala",600.0,3.6,710,Seafood|Biryani|South Indian|North Indian|Chinese|Arabian|Kebab|Kerala,medium
rest_005424,World In A Bowl,Sarjapur Road,"Continental, North Indian, Desserts, Beverages",600.0,3.6,19,Continental|North Indian|Desserts|Beverages,medium
rest_005425,Biggies Burger 'n' More,Kumaraswamy Layout,"Cafe, Burger, Beverages",650.0,3.6,58,Cafe|Burger|Beverages,medium
rest_005426,Baba Da Dhaba,Sarjapur Road,North Indian,650.0,3.6,32,North Indian,medium
rest_005427,Cafe Coffee Day,Marathahalli,Cafe,650.0,3.6,97,Cafe,medium
rest_005428,New Farm Fresh,Btm,"Italian, Pizza",650.0,3.6,34,Italian|Pizza,medium
rest_005429,Rayalaseema Spice,Indiranagar,"Andhra, South Indian, North Indian",650.0,3.6,116,Andhra|South Indian|North Indian,medium
rest_005430,Cafe Coffee Day,Kalyan Nagar,Cafe,650.0,3.6,56,Cafe,medium
rest_005431,Cafe Coffee Day The Lounge,Koramangala 4Th Block,"Cafe, Fast Food",650.0,3.6,76,Cafe|Fast Food,medium
rest_005432,Maven Foods,Koramangala 4Th Block,"Continental, North Indian, South Indian",650.0,3.6,12,Continental|North Indian|South Indian,medium
rest_005433,AQNI,New Bel Road,"North Indian, Mughlai, Biryani, Rolls",650.0,3.6,89,North Indian|Mughlai|Biryani|Rolls,medium
rest_005434,Hotel Crossroads,Marathahalli,"Andhra, Biryani",650.0,3.6,87,Andhra|Biryani,medium
rest_005435,Cafe Coffee Day,Whitefield,Cafe,650.0,3.6,45,Cafe,medium
rest_005436,The Lighthouse Cafe,Whitefield,"American, Italian",650.0,3.6,21,American|Italian,medium
rest_005437,Castle Rock,Uttarahalli,"North Indian, Chinese",700.0,3.6,172,North Indian|Chinese,medium
rest_005438,Vietnamese Kitchen,Banashankari,Vietnamese,700.0,3.6,105,Vietnamese,medium
rest_005439,Tandoori Bytes,Kumaraswamy Layout,North Indian,700.0,3.6,59,North Indian,medium
rest_005440,D2V Cafe,Bannerghatta Road,Cafe,700.0,3.6,13,Cafe,medium
rest_005441,Elegant Dining,Bannerghatta Road,"Biryani, North Indian, Chinese",700.0,3.6,225,Biryani|North Indian|Chinese,medium
rest_005442,Kababish Restaurant,Btm,"North Indian, Chinese, Arabian",700.0,3.6,15,North Indian|Chinese|Arabian,medium
rest_005443,Mughal Treat,Sarjapur Road,"Mughlai, North Indian, Chinese",700.0,3.6,109,Mughlai|North Indian|Chinese,medium
rest_005444,Hotel Sapthagiri,Marathahalli,"Andhra, North Indian, Chinese",700.0,3.6,13,Andhra|North Indian|Chinese,medium
rest_005445,Cafe Mondo,Hsr,"Cafe, Italian, Pizza, Chinese",700.0,3.6,484,Cafe|Italian|Pizza|Chinese,medium
rest_005446,Monarch,Brigade Road,"North Indian, Chinese, Continental, South Indian",700.0,3.6,10,North Indian|Chinese|Continental|South Indian,medium
rest_005447,Kareem's,Frazer Town,"North Indian, Mughlai",700.0,3.6,32,North Indian|Mughlai,medium
rest_005448,Zeeshan,Marathahalli,"North Indian, Kebab, Biryani, Rolls",700.0,3.6,89,North Indian|Kebab|Biryani|Rolls,medium
rest_005449,The Diner,Whitefield,"North Indian, Chinese, Andhra, Biryani",700.0,3.6,197,North Indian|Chinese|Andhra|Biryani,medium
rest_005450,Malabar Mandra,Koramangala 1St Block,"Kerala, Chinese",700.0,3.6,45,Kerala|Chinese,medium
rest_005451,Durbar Greens Family Restaurant,Hosur Road,"North Indian, Chinese, South Indian",700.0,3.6,10,North Indian|Chinese|South Indian,medium
rest_005452,Grand Spicy Restaurant,Cunningham Road,"North Indian, Mughlai, Chinese",700.0,3.6,34,North Indian|Mughlai|Chinese,medium
rest_005453,Magic Bowl,Electronic City,"North Indian, Chinese, Arabian, Mughlai",700.0,3.6,98,North Indian|Chinese|Arabian|Mughlai,medium
rest_005454,The Elaichi Restaurant,Electronic City,"North Indian, Asian, Continental, Bengali, Momos",700.0,3.6,399,North Indian|Asian|Continental|Bengali|Momos,medium
